College Code,College Name,Branch Code,Branch Name,Category,Cutoff Rank,Location
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV),AI,"Artificial
Intelligence (Computer Science)",1G,9551,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",2AG,7993,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",2AR,8818,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",2BG,8515,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",3AG,4853,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",3BG,5660,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",GM,4644,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",GMK,8135,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",GMR,6644,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",SCG,22838,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",SCK,35775,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",SCR,37041,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",STG,24785,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AI,"Artificial
Intelligence (Computer Science)",STR,30896,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,1G,265,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,2AG,443,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,2BG,203,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,3AG,242,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,3BG,295,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,GM,198,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,GMR,488,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),AR,Architecture,SCG,499,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,1G,69263,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,2AG,69941,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,2AK,81714,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,2AR,78519,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,2BG,86550,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,2BR,100108,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,3AG,65915,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,3AR,78376,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,3BG,68579,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,3BR,69405,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,GM,49408,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,GMK,57853,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,GMR,66814,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,SCG,94329,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,SCK,106707,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,SCR,106094,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,STG,80230,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,STK,124574,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CE,Civil,STR,123121,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),1G,7386,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),1R,8208,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),2AG,6524,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),2AK,7849,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),2AR,7538,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),2BG,7208,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),2BR,11686,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),3AG,3728,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),3AR,5378,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),3BG,4177,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),3BK,7918,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),3BR,5387,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),GM,3427,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),GMK,7474,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),GMR,4993,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),SCG,19513,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),SCK,29186,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),SCR,22460,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),STG,22864,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),CS,Computers (Computer Science),STR,23998,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),1G,10362,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),1R,16634,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),2AG,11077,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),2AK,16068,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),2AR,13037,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),2BG,13625,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),2BR,15869,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),3AG,7689,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),3AK,21248,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),3BG,8463,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),3BR,12676,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),GM,6692,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),GMK,12990,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),GMR,12296,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),SCG,36387,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),SCK,49110,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),SCR,44436,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),STG,34812,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EC,Electronics (Computer Science),STR,37639,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,1G,28034,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,1K,43342,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,1R,29282,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,2AG,28640,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,2AK,29180,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,2AR,33108,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,2BG,38319,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,3AG,23523,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,3BG,25320,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,3BR,26163,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,GM,18223,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,GMK,27704,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,GMR,24743,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,SCG,61026,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,SCK,68080,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,SCR,69771,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,STG,56238,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),EE,Electrical,STR,66517,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),1G,7835,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),2AG,7733,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),2AR,8952,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),2BG,11745,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),2BK,30724,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),3AG,5007,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),3AR,6357,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),3BG,5187,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),GM,4835,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),GMK,9396,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),GMR,5825,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),SCG,29700,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),SCR,32052,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),STG,28060,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),IE,InfoScience (Computer Science),STR,30720,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,1G,62431,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,1R,66058,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,2AG,71359,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,2AK,71843,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,2AR,73419,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,2BG,69452,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,2BR,79777,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,3AG,49775,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,3AR,64283,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,3BG,59160,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,3BK,70397,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,3BR,63644,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,GM,40082,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,GMK,51745,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,GMR,59373,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,SCG,109571,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,SCK,123898,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,SCR,123592,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,STG,126058,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,STK,132683,Bangalore
E001,University of Visvesvaraya College of Engineering  Bangalore ( PUBLIC UNIV ),ME,Mechanical,STR,140686,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,1G,56425,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,2AG,47288,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,2AR,55230,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,2BG,73226,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,3AG,35104,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,3BG,37691,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,3BR,65223,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,GM,32748,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,GMK,42998,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,GMR,43081,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,SCG,62827,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,SCR,104775,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,STG,68114,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,STK,155321,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,CE,Civil,STR,94563,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),1G,7389,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),1R,11264,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),2AG,5099,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),2AR,6916,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),2BG,6731,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),3AG,2260,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),3BG,2944,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),3BK,13769,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),GM,1976,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),GMK,5867,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),GMR,6225,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),SCG,24801,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),SCR,35225,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),STG,26235,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EC,Electronics (Computer Science),STR,54873,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,1G,8704,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,1R,39563,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,2AG,17586,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,2AK,25985,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,2AR,23820,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,2BG,22650,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,3AG,8152,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,3BG,9150,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,3BR,17112,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,GM,5469,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,GMK,24357,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,GMR,12800,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,SCG,51259,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,SCK,78200,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,SCR,53189,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,EE,Electrical,STG,52103,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",1G,52615,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",2AG,51972,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",2AK,63319,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",2AR,52000,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",2BG,65313,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",2BR,67492,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",3AG,27680,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",3AR,56506,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",3BG,30782,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",GM,25147,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",GMK,38326,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",GMR,49712,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",SCG,116358,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",SCK,142095,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",SCR,143972,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,IM,"Ind Engg
Mgmt",STG,79997,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,1G,27614,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,2AG,36226,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,2AR,47963,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,2BG,46818,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,3AG,20718,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,3AK,81676,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,3AR,38514,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,3BG,15835,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,GM,13906,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,GMK,54609,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,GMR,34441,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,SCG,88819,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,SCR,124646,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,STG,94699,Bangalore
E003,B M S College of Engineering  BasavanagudiBangalore,ME,Mechanical,STR,99680,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,1G,19438,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,2AG,12939,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,2AK,23528,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,2AR,25716,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,3AG,13673,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,3BG,12721,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,GM,4654,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,GMR,11936,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,SCG,33962,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,SCR,61454,Bangalore
E005,R V College of Engineering  Bangalore,BT,Bio Technology,STG,23027,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",1G,1387,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",2AG,1341,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",2AR,1348,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",2BG,2133,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",3AG,945,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",3BG,1098,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",3BR,1780,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",GM,532,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",GMK,2072,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",GMR,1344,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",SCG,8287,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",SCK,9060,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",SCR,9040,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",STG,11704,Bangalore
E005,R V College of Engineering  Bangalore,CA,"CS (AI Machine
Learning) (Computer Science)",STR,12387,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,1G,27080,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,2AG,28348,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,2AR,34312,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,2BG,12999,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,3BG,17427,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,3BK,35937,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,GM,11408,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,GMR,25673,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,SCG,34913,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,SCR,42558,Bangalore
E005,R V College of Engineering  Bangalore,CE,Civil,STG,61968,Bangalore
